ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
9210;"Ventspils Celtnieku ielas ELVI pakomāts";0;LV;Ventspils;;;;"Celtnieku iela";;3;;21.596744;57.408242;;;;;;;;;"Pa kreisi no ieejas";;2024-07-11T10:33:52.847+03:00
9923;"Ventspils Ganību ielas Mego pakomāts";0;LV;Ventspils;;;;"Ganību iela";;22/24;;21.562643;57.389889;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-07-11T10:35:04.937+03:00
9271;"Ventspils Inženieru ielas MEGO pakomāts";0;LV;Ventspils;;;;"Inženieru iela";;65;;21.551320;57.383718;;;;;;;;;;;2024-06-25T10:23:28.117+03:00
9102;"Ventspils Poruka ielas RIMI pakomāts";0;LV;Ventspils;;;;"J. Poruka iela";;5;;21.549223;57.386794;;;;;;;;;"Blakus T/C centrālajai ieejai";;2024-07-11T10:32:32.783+03:00
9963;"Ventspils T/C Tobago pakomāts";0;LV;Ventspils;;;;"Lielais prospekts";;3/5;;21.580209;57.387718;;;;;;;;;"Pa kreisi no T/C otrās ieejas";;2024-06-26T15:00:45.407+03:00
9588;"Ventspils Talsu ielas Citro pakomāts";0;LV;Ventspils;;;;"Talsu iela";;6;;21.585016;57.401619;;;;;;;;;;;2023-09-26T09:10:29.187+03:00
9957;"Ventspils Tārgales ielas Mini RIMI pakomāts";0;LV;Ventspils;;;;"Tārgales iela";;62;;21.602782;57.400019;;;;;;;;;"Pa labi no T/C ieejas";;2024-06-26T14:55:31.337+03:00
96272;"Veriora pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Veriora alevik";;"Räpina mnt";;2;;27.347572;58.004384;;;;;;;;;;;2024-09-04T10:02:01.203+03:00
96341;"Veskimöldre Keskuse pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Alliku küla";;"Instituudi tee";;132;;24.602127;59.357643;;;;;;;;;;;2024-02-20T09:40:46.987+02:00
99059;"Viekšnių GRŪSTĖ paštomatas";0;LT;"Telšių apskr.";"Mažeikių r. sav.";"Viekšnių m.";;"Tilto g.";;12;;22.516065;56.232867;;;;;;;;;;;2023-04-19T10:26:05.370+03:00
9167;"Viesītes TOP pakomāts";0;LV;"Jēkabpils novads";Viesīte;;;"Raiņa iela";;23;;25.556418;56.345917;;;;;;;;;"Blakus veikala ieejai";;2024-07-10T08:14:47.697+03:00
55502;"Vievio MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Elektrėnų sav.";"Vievio m.";;"Kauno g.";;22;;24.817913;54.772036;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje, šalia taromato";2024-02-23T11:45:29.837+02:00
96013;"Viimsi Kaubanduskeskuse pakiautomaat";0;EE;"Harju maakond";"Viimsi vald";"Haabneeme alevik";;"Randvere tee";;6;;24.830353;59.506255;;;;;;;;;;;2023-11-14T06:03:45.613+02:00
96124;"Viimsi Pärnamäe Rimi pakiautomaat";0;EE;"Harju maakond";"Viimsi vald";Laiaküla;;"Lilleoru tee";;4;;24.905474;59.462159;;;;;;;;;;;2023-05-25T08:15:48.320+03:00
96209;"Viimsi Rimi pakiautomaat";0;EE;"Harju maakond";"Viimsi vald";"Haabneeme alevik";;"Randvere tee";;9;;24.827405;59.505650;;;;;;;;;;;2022-12-09T10:00:20.200+02:00
74094;"Viimsi postkontor";1;EE;"Harju maakond";"Viimsi vald";"Haabneeme alevik";;"Paadi tee";;3;;24.826322;59.503662;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T13:39:38.563+03:00
96293;"Viiratsi pakiautomaat";0;EE;"Viljandi maakond";"Viljandi vald";"Viiratsi alevik";;"Tiigi tn";;4;;25.638808;58.358411;;;;;;;;;;;2022-09-27T15:44:35.427+03:00
96032;"Viljandi Bussijaama pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Ilmarise tn";;1;;25.598762;58.369069;;;;;;;;;;;2024-08-13T15:35:13.357+03:00
96070;"Viljandi Coop Maksimarketi pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Lääne tn";;2;;25.583602;58.370767;;;;;;;;;;;2024-08-13T15:38:26.930+03:00
96284;"Viljandi Männimäe Maksimarketi pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Puidu tn";;2;;25.579124;58.347918;;;;;;;;;;;2024-08-13T15:36:57.067+03:00
96063;"Viljandi Männimäe Selveri pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Riia mnt";;35;;25.583844;58.353149;;;;;;;;;;;2024-08-13T15:37:46.160+03:00
96313;"Viljandi Tallinna 60 Maxima X pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Tallinna tn";;60;;25.598342;58.376873;;;;;;;;;;;2022-07-28T16:40:15.270+03:00
96312;"Viljandi Vaksali Maxima X pakiautomaat";0;EE;"Viljandi maakond";"Viljandi linn";;;"Vaksali tn";;11b;;25.582792;58.361858;;;;;;;;;;;2023-06-02T06:02:58.413+03:00
71098;"Viljandi postkontor";1;EE;"Viljandi maakond";"Viljandi linn";;;"Tallinna tn";;41;;25.597390;58.369826;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2024-08-09T14:37:09.617+03:00
55547;"Vilkaviškio IKI Vytauto paštomatas";0;LT;"Marijampolės apskr.";"Vilkaviškio r. sav.";"Vilkaviškio m.";;"Vytauto g.";;101;;23.032291;54.648337;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2023-12-29T09:06:57.710+02:00
99001;"Vilkaviškio MAXIMA S. Nėries g. 4 paštomatas";0;LT;"Marijampolės apskr.";"Vilkaviškio r. sav.";"Vilkaviškio m.";;"S. Nėries g.";;4;;23.037206;54.653887;;;;;;;;;;;2023-10-09T06:42:36.823+03:00
88835;"Vilkaviškio NORFA Nepriklausomybės paštomatas";0;LT;"Marijampolės apskr.";"Vilkaviškio r. sav.";"Vilkaviškio m.";;"Nepriklausomybės g.";;61;;23.030156;54.658581;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2023-08-30T06:03:05.677+03:00
55548;"Vilkijos AIBĖ paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Vilkijos m.";;"Kauno g.";;51;;23.591206;55.040367;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2024-03-14T06:03:36.700+02:00
77784;"Vilniaus 3 BURĖS PARKINGAS Krokuvos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Lvivo g.";;25;;25.278729;54.696936;;;;;;;;;;"Paštomatą rasite lauke prie VC 3 BURĖS antžeminio parkavimo aikštelės pastato iš Krokuvos g. pusės";2024-03-04T15:49:11.157+02:00
77754;"Vilniaus Avižienių MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Avižienių k.";;"Saulės g.";;1;;25.194008;54.764042;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T12:23:06.577+02:00
99042;"Vilniaus BALTIC PETROLEUM Gerosios Vilties paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Gerosios Vilties g.";;33;;25.250820;54.666720;;;;;;;;;;;2024-02-23T12:47:33.287+02:00
77755;"Vilniaus Balsių MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žaliųjų Ežerų g.";;207;;25.348863;54.800556;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T15:44:20.347+02:00
99073;"Vilniaus Balsių PPC ŽALI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Visalaukio g.";;1;;25.341840;54.778671;;;;;;;;;;;2024-07-10T17:13:23.483+03:00
99968;"Vilniaus Balsių ČIA MARKET paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Balsių g.";;12;;25.348065;54.785432;;;;;;;;;;;2024-02-23T15:43:59.230+02:00
99956;"Vilniaus Bendorėlių RIMI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Užubalių k.";;"Senasis Ukmergės kel.";;46A;;25.191845;54.777174;;;;;;;;;;;2024-03-22T06:03:47.450+02:00
99556;"Vilniaus Bukiškio RIMI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Bukiškio k.";;"Nesvyžiaus g.";;20;;25.218846;54.758557;;;;;;;;;;;2024-03-21T06:03:39.473+02:00
88871;"Vilniaus CUP paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Upės g.";;9;;25.276537;54.694023;;;;;;;;;;"Paštomatą rasite kairėje 3-ojo aukšto įėjimo pusėje, šalia automobilių stovėjimo aikštelės";2024-01-25T00:00:00.697+02:00
99523;"Vilniaus CYBER CITY Švitrigailos g. 36 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Švitrigailos g.";;36;;25.269418;54.673006;;;;;;;;;;;2024-03-26T14:36:15.173+02:00
99522;"Vilniaus Dominikonų g. 4 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Dominikonų g.";;4;;25.283326;54.681360;;;;;;;;;;;2024-02-23T15:37:57.480+02:00
99012;"Vilniaus Dvarčionių MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Keramikų g.";;4;;25.374205;54.728677;;;;;;;;;;;2024-02-23T11:51:25.543+02:00
99524;"Vilniaus EXPRESS MARKET J. Balčikonio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Juozo Balčikonio g.";;23;;25.278142;54.720709;;;;;;;;;;;2024-03-26T14:36:16.117+02:00
77794;"Vilniaus EXPRESS MARKET Paribio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Paribio g.";;30B;;25.244228;54.699918;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T12:35:25.130+02:00
99013;"Vilniaus EXPRESS MARKET Pelesos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Pelesos g.";;57;;25.289435;54.670575;;;;;;;;;;;2024-03-24T06:03:36.703+02:00
99964;"Vilniaus EXPRESS MARKET Polocko paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Polocko g.";;42A;;25.309384;54.682456;;;;;;;;;;;2024-03-22T06:03:44.747+02:00
77751;"Vilniaus EXPRESS MARKET Sapiegos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"L. Sapiegos g.";;1C;;25.310487;54.696357;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, už kampo";2023-12-29T14:22:51.013+02:00
99966;"Vilniaus EXPRESS MARKET Žirmūnų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žirmūnų g.";;48A;;25.303601;54.702853;;;;;;;;;;;2024-02-23T17:11:27.397+02:00
77753;"Vilniaus Galgių IKI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Galgių k.";;"Centrinė g.";;62;;25.412895;54.725091;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T11:50:37.247+02:00
99011;"Vilniaus Galgių RIMI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žvaigždikių g.";;2;;25.411829;54.725633;;;;;;;;;;;2024-02-23T11:51:02.843+02:00
88888;"Vilniaus Grigiškių MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Grigiškių m.";;"Kovo 11-osios g.";;38;;25.098455;54.670221;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-03-22T06:03:48.397+02:00
99070;"Vilniaus IKI Antakalnio g. 42 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Antakalnio g.";;42;;25.309592;54.703390;;;;;;;;;;;2024-07-10T17:13:52.307+03:00
99027;"Vilniaus IKI Architektų g. 214 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Architektų g.";;214;;25.217712;54.679323;;;;;;;;;;;2024-02-23T17:06:18.047+02:00
99521;"Vilniaus IKI Architektų g. 43 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Architektų g.";;43;;25.201318;54.674527;;;;;;;;;;;2024-02-23T17:06:41.303+02:00
77744;"Vilniaus IKI Bajorų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Bajorų kel.";;4;;25.261733;54.754760;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-03-22T06:03:46.220+02:00
77725;"Vilniaus IKI Buivydiškių g. paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Buivydiškių g.";;17;;25.238334;54.713679;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, už taromato";2024-02-23T17:17:28.870+02:00
88850;"Vilniaus IKI Didlaukio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Didlaukio g.";;80A;;25.269791;54.728806;;;;;;;;;;"Paštomatą rasite lauke, parkinge iš Baltupio g. pusės, prie sienos";2024-03-28T09:02:02.993+02:00
77769;"Vilniaus IKI Dzūkų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Dzūkų g.";;1;;25.275839;54.665135;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-03-24T06:03:36.270+02:00
77795;"Vilniaus IKI Franko paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"J. Franko g.";;2A;;25.283548;54.760744;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T15:42:07.023+02:00
77776;"Vilniaus IKI Gabijos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Gabijos g.";;36;;25.223963;54.736066;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, šalia taromato";2024-02-23T12:18:59.217+02:00
77765;"Vilniaus IKI Jasinskio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"J. Jasinskio g.";;16;;25.260946;54.687813;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T15:40:00.393+02:00
88862;"Vilniaus IKI Jeruzalės paštomatas ";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Jeruzalės g.";;17;;25.278166;54.743055;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje už kampo";2024-07-17T16:57:15.810+03:00
77763;"Vilniaus IKI Jonažolių paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Jonažolių g.";;1;;25.214963;54.667056;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T17:08:06.517+02:00
77766;"Vilniaus IKI Mindaugo paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Mindaugo g.";;25;;25.273988;54.673122;;;;;;;;;;"Paštomatą rasite lauke prie pastato sienos, kuri ribojasi su tvora, kairėje įėjimo į parduotuvę pusėje, už kampo";2024-08-08T08:52:36.277+03:00
99954;"Vilniaus IKI Pilaitės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Pilaitės pr.";;42;;25.185353;54.708767;;;;;;;;;;;2024-07-10T17:14:03.713+03:00
77748;"Vilniaus IKI Saulėtekio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Saulėtekio al.";;43;;25.342202;54.725093;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, greta taromato.";2024-02-23T11:52:51.947+02:00
77727;"Vilniaus IKI Stanevičiaus paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"S. Stanevičiaus g.";;23;;25.254926;54.723805;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje pagrindinio įėjimo į parduotuvę pusėje";2024-02-23T17:15:01.567+02:00
88852;"Vilniaus IKI Šeškinės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Šeškinės g.";;32;;25.245829;54.715510;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2024-02-23T17:17:05.240+02:00
77775;"Vilniaus IKI Žemynos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žemynos g.";;2;;25.225327;54.725731;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T12:20:16.877+02:00
77793;"Vilniaus IKI Žirmūnų 145 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žirmūnų g.";;145;;25.297677;54.722431;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T17:12:20.580+02:00
77791;"Vilniaus IKI Žirmūnų 2 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žirmūnų g.";;2;;25.299597;54.697362;;;;;;;;;;"Paštomatą rasite lauke prie tolimosios sienos, dešinėje įėjimo į parduotuvę pusėje, už kampo";2024-02-23T17:13:03.920+02:00
99972;"Vilniaus ILUNCH Kirtimų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Kirtimų g.";;47;;25.147756;54.626680;;;;;;;;;;;2024-02-23T15:31:20.560+02:00
77745;"Vilniaus IMPULS Asanavičiūtės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Loretos Asanavičiūtės g.";;15;;25.209832;54.689000;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į sporto klubą pusėje";2024-02-23T15:46:15.967+02:00
99067;"Vilniaus Justiniškių NORFA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Justiniškių g.";;91A;;25.223457;54.718254;;;;;;;;;;;2024-03-29T06:03:36.870+02:00
77792;"Vilniaus LIDL Kalvarijų g. paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Kalvarijų g.";;180;;25.286096;54.713544;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę DROGAS pusėje, už kampo";2024-10-07T10:01:19.067+03:00
99549;"Vilniaus LIDL L. Asanavičiūtės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Loretos Asanavičiūtės g.";;1H;;25.196566;54.682176;;;;;;;;;;;2024-02-23T15:47:56.393+02:00
99550;"Vilniaus LIDL Liepkalnio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Liepkalnio g.";;102A;;25.304637;54.654848;;;;;;;;;;;2024-03-24T06:03:36.493+02:00
99535;"Vilniaus LIDL S. Nėries paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Salomėjos Nėries g.";;16;;25.231166;54.738035;;;;;;;;;;;2024-03-22T06:03:46.007+02:00
99540;"Vilniaus LIDL Žalgirio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Rinktinės g.";;60;;25.287129;54.703056;;;;;;;;;;;2024-02-23T17:09:01.060+02:00
99539;"Vilniaus LIDL Žirmūnų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Žirmūnų g.";;67;;25.306868;54.716620;;;;;;;;;;;2024-01-16T06:03:28.527+02:00
77764;"Vilniaus LPSK Basanavičiaus 29A paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"J. Basanavičiaus g.";;29A;;25.267909;54.681997;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į pastatą pusėje";2024-02-23T15:38:17.800+02:00
77728;"Vilniaus MAXIMA Antakalnio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Antakalnio g.";;75A;;25.316486;54.715466;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2023-11-28T16:12:16.277+02:00
77729;"Vilniaus MAXIMA Architektų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Architektų g.";;152;;25.213272;54.682997;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T17:05:54.367+02:00
77758;"Vilniaus MAXIMA Gedvydžių paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Gedvydžių g.";;17;;25.238612;54.736906;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T17:15:54.650+02:00
99557;"Vilniaus MAXIMA Gelvonų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Gelvonų g.";;35;;25.258668;54.717957;;;;;;;;;;;2024-01-16T06:03:29.317+02:00
99953;"Vilniaus MAXIMA Gilužio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Gilužio g.";;5;;25.178366;54.701691;;;;;;;;;;;2024-03-26T14:36:15.510+02:00
88887;"Vilniaus MAXIMA Grybo paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"V. Grybo g.";;21;;25.315857;54.703756;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje pastato pusėje, šalia taromato";2024-02-23T11:53:59.567+02:00
77730;"Vilniaus MAXIMA Kęstučio paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Kęstučio g.";;37;;25.251019;54.693534;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2024-02-23T17:05:00.773+02:00
99048;"Vilniaus MAXIMA Laisvės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Laisvės pr.";;26;;25.211729;54.689825;;;;;;;;;;;2024-02-23T15:48:18.370+02:00
99962;"Vilniaus MAXIMA Lazdynėlių paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Lazdynėlių g.";;23;;25.193775;54.663701;;;;;;;;;;;2024-02-23T17:07:02.750+02:00
77777;"Vilniaus MAXIMA Medeinos paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Medeinos g.";;39;;25.220814;54.727851;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-03-29T06:03:36.363+02:00
77767;"Vilniaus MAXIMA Mindaugo paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Mindaugo g.";;11;;25.273446;54.677870;;;;;;;;;;"Paštomatą rasite 2-ame parkavimo aikštelės aukšte, kairėje įėjimo į parduotuvę pusėje, už kampo, prie pastato sienos";2024-02-23T12:48:51.713+02:00
77768;"Vilniaus MAXIMA Moravų paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Moravų g.";;7;;25.324703;54.650452;;;;;;;;;;"Paštomatą rasite lauke, dešinėje įėjimo į parduotuvę pusėje, automobilių parkavimo aikštelėje";2024-03-24T06:03:37.113+02:00
77732;"Vilniaus MAXIMA Naugarduko paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Naugarduko g.";;84;;25.258687;54.669187;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Naugarduko g. pusės";2024-03-26T14:36:14.847+02:00
99046;"Vilniaus MAXIMA Nemenčinės pl. paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Nemenčinės pl.";;33;;25.338867;54.734773;;;;;;;;;;;2024-02-23T11:54:34.143+02:00
77772;"Vilniaus MAXIMA Pergalės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Pergalės g.";;42;;25.414166;54.681630;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-03-29T06:03:36.773+02:00
77733;"Vilniaus MAXIMA Pilaitės paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Pilaitės pr.";;31;;25.188054;54.709252;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Pilaitės pr. pusės";2024-05-10T14:45:28.360+03:00
99072;"Vilniaus MAXIMA S. Batoro paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Stepono Batoro g.";;43;;25.410043;54.692505;;;;;;;;;;;2024-03-24T06:03:36.173+02:00
99955;"Vilniaus MAXIMA Santaros paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Santaros g.";;5;;25.277177;54.757175;;;;;;;;;;;2024-02-23T15:43:05.110+02:00
88822;"Vilniaus MAXIMA Sausio 13-os paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Sausio 13-osios g.";;2;;25.221203;54.692828;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje ";2024-02-23T17:05:28.337+02:00
77726;"Vilniaus MAXIMA Savanorių 31 paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus m. sav.";"Vilniaus m.";;"Savanorių pr.";;31;;25.247727;54.673846;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2024-02-23T12:45:33.550+02:00
